first_author,title,journal,pub_date,doi,pmid,pmcid,cites,pub_type,source,added,scopus_eid
Yoo B,Improving identification of key players in aging via network de-noising,"ACM BCB 2014 - 5th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics",2014-09-20,10.1145/2649387.2649426,NA,NA,2009_BIX_Du,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:50Z,2-s2.0-84920747736
Yoo B,Improving Identification of Key Players in Aging via Network De-Noising and Core Inference,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2017-09-01,10.1109/TCBB.2015.2495170,26529776,NA,2009_BIX_Du,Journal|Article,scopus,2022-03-17T18:48:50Z,2-s2.0-85032255748
Quinn TP,Improving the classification of neuropsychiatric conditions using gene ontology terms as features,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",2019-10-01,10.1002/ajmg.b.32727,31025483,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85065065399
Kramarz B,Improving the Gene Ontology Resource to Facilitate More Informative Analysis and Interpretation of Alzheimer's Disease Data.,Genes (Basel),2018-11-29,10.3390/genes9120593,30501127,PMC6315915,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hodos RA,In silico methods for drug repurposing and pharmacology.,Wiley Interdiscip Rev Syst Biol Med,2016-05-01,10.1002/wsbm.1337,27080087,PMC4845762,2012_NAR_Schriml,Journal Article|Review,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Zhang X,In silico Methods for Identification of Potential Therapeutic Targets.,Interdiscip Sci,2021-11-26,10.1007/s12539-021-00491-y,34826045,PMC8616973,2019_NAR_Schriml,Journal Article|Review,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Perron U,In silico prediction of lncRNA function using tissue specific and evolutionary conserved expression.,BMC Bioinformatics,2017-03-23,10.1186/s12859-017-1535-x,28361701,PMC5374551,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Kotlyar M,In silico prediction of physical protein interactions and characterization of interactome orphans.,Nat Methods,2015-01-01,10.1038/nmeth.3178,25402006,NA,2009_BMCG_Osborne,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Fröhlich H,Including network knowledge into Cox regression models for biomarker signature discovery,Biometrical Journal,2014-03-01,10.1002/bimj.201300035,24430933,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-84894557467
Moodley K,InContext: curation of medical context for drug indications.,J Biomed Semantics,2021-02-12,10.1186/s13326-021-00234-4,33579375,PMC7881657,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hu P,Incorporating correlations among gene ontology terms into predicting protein functions,"Bioinformatics: Concepts, Methodologies, Tools, and Applications",2013-03-31,10.4018/978-1-4666-3604-0.ch045,NA,NA,2009_BMCG_Osborne|2009_BIX_Du,Book|Book Chapter,scopus,2022-03-17T18:48:46Z,2-s2.0-84944035298
Hu P,Incorporating correlations among gene ontology terms into predicting protein functions,Ontology Learning and Knowledge Discovery Using the Web: Challenges and Recent Advances,2011-12-01,10.4018/978-1-60960-625-1.ch008,NA,NA,2009_BMCG_Osborne|2009_BIX_Du,Book|Book Chapter,scopus,2022-03-17T18:48:46Z,2-s2.0-84898573106
Seedorff M,Incorporating expert terminology and disease risk factors into consumer health vocabularies.,Pac Symp Biocomput,2013-01-01,NA,23424146,PMC3587774,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Shen F,Incorporating Knowledge-Driven Insights into a Collaborative Filtering Model to Facilitate the Differential Diagnosis of Rare Diseases.,AMIA Annu Symp Proc,2018-12-05,NA,30815196,PMC6371266,2009_BMCG_Osborne,Journal Article,pubmed; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hayman DJ,Increased hippocampal excitability in miR-324-null mice.,Sci Rep,2021-05-17,10.1038/s41598-021-89874-1,34001919,PMC8129095,2019_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Cheng L,InfAcrOnt: calculating cross-ontology term similarities using information flow by a random walk.,BMC Genomics,2018-01-19,10.1186/s12864-017-4338-6,29363423,PMC5780854,2015_NAR_Kibbe|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hu Y,InfDisSim: A novel method for measuring disease similarity based on information flow,"Proceedings - 2016 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2016",2017-01-17,10.1109/BIBM.2016.7822487,NA,NA,2015_NAR_Kibbe,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-85013231641
Choi W,"Inference of Biomedical Relations among Chemicals, Genes, Diseases, and Symptoms Using Knowledge Representation Learning",IEEE Access,2019-01-01,10.1109/ACCESS.2019.2957812,NA,NA,2015_NAR_Kibbe|2009_BIX_Du,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85077197568
Zhang W,"Inference of domain-disease associations from domain-protein, protein-disease and disease-disease relationships.",BMC Syst Biol,2016-01-11,10.1186/s12918-015-0247-y,26818594,PMC4895779,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Fan C,Inferring Candidate CircRNA-Disease Associations by Bi-random Walk Based on CircRNA Regulatory Similarity,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2020-01-01,10.1007/978-3-030-53956-6_44,NA,NA,2012_NAR_Schriml,Book Series|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85088743729
Sunil Kumar PV,Inferring disease and pathway associations of long non-coding RNAs using heterogeneous information network model,Journal of Bioinformatics and Computational Biology,2019-08-01,10.1142/S0219720019500203,31617466,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85073433491
Yu L,Inferring drug-disease associations based on known protein complexes.,BMC Med Genomics,2015-01-01,10.1186/1755-8794-8-S2-S2,26044949,PMC4460611,2009_BMCG_Osborne|2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Cheung WA,Inferring novel gene-disease associations using Medical Subject Heading Over-representation Profiles.,Genome Med,2012-09-28,10.1186/gm376,23021552,PMC3580445,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Deepthi K,Inferring Potential CircRNA-Disease Associations via Deep Autoencoder-Based Classification.,Mol Diagn Ther,2021-01-01,10.1007/s40291-020-00499-y,33156515,NA,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Sun B,Inflammation and liver tumorigenesis.,Front Med,2013-06-01,10.1007/s11684-013-0256-4,23681888,NA,2009_BMCG_Osborne,Journal Article|Review,pubmed; scopus,2022-03-17T18:47:32Z,NA
Bauch A,Informing epidemic (research) responses in a timely fashion by knowledge management - a Zika virus use case.,Biol Open,2020-12-02,10.1242/bio.053934,33148605,PMC7725600,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Zeng Y,Inhibition of hepatocellular carcinoma tumorigenesis by curcumin may be associated with CDKN1A and CTGF.,Gene,2018-04-20,10.1016/j.gene.2018.01.083,29408622,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Traven E,Initiative for standardization of reporting genetics of male infertility,Systems Biology in Reproductive Medicine,2017-01-02,10.1080/19396368.2016.1250181,27870555,NA,2015_NAR_Kibbe,Journal|Review,scopus; ncbi_col-pubmed,2022-03-17T18:47:55Z,2-s2.0-84996489067
Chen F,Integrated analysis identifying new lncRNA markers revealed in ceRNA network for tumor recurrence in papillary thyroid carcinoma and build of nomogram,Journal of Cellular Biochemistry,2019-12-01,10.1002/jcb.29273,31271223,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85073183078
Jin X,Integrated Analysis of DNA Methylation and mRNA Expression Profiles Data to Identify Key Genes in Lung Adenocarcinoma.,Biomed Res Int,2016-01-01,10.1155/2016/4369431,27610375,PMC5005524,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Amar D,Integrated analysis of numerous heterogeneous gene expression profiles for detecting robust disease-specific biomarkers and proposing drug targets.,Nucleic Acids Res,2015-09-18,10.1093/nar/gkv810,26261215,PMC4652780,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Dai W,Integrated Bioinformatics Analysis Reveals Key Candidate Genes and Cytokine Pathways Involved in COVID-19 After Rhinovirus Infection in Asthma Patients.,Med Sci Monit,2020-12-14,10.12659/MSM.928861,33315853,PMC7747473,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Wang SJ,Integrated curation and data mining for disease and phenotype models at the Rat Genome Database.,Database (Oxford),2019-01-01,10.1093/database/baz014,30753478,PMC6369425,2018_DMM_Bello,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Miao L,Integrated DNA methylation and gene expression analysis in the pathogenesis of coronary artery disease.,Aging (Albany NY),2019-03-07,10.18632/aging.101847,30844764,PMC6428103,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Lu K,Integrated network analysis of symptom clusters across disease conditions,Journal of Biomedical Informatics,2020-07-01,10.1016/j.jbi.2020.103482,32535270,NA,2019_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:41Z,2-s2.0-85086727426
Qi B,Integrated Weighted Gene Co-expression Network Analysis Identified That <i>TLR2</i> and <i>CD40</i> Are Related to Coronary Artery Disease.,Front Genet,2021-01-26,10.3389/fgene.2020.613744,33574831,PMC7870792,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Bello SM,Integrating and maintaining OMIM cross-references in the disease ontology,CEUR Workshop Proceedings,2019-01-01,NA,NA,NA,2019_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:41Z,2-s2.0-85113708239
Heritage J,Integrating Association Rules Mined from Health-Care Data with Ontological Information for Automated Knowledge Generation,Advances in Intelligent Systems and Computing,2018-01-01,10.1007/978-3-319-66939-7_1,NA,NA,2012_NAR_Schriml,Book Series|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85029584429
Denaxas S,Integrating bio-ontologies and controlled clinical terminologies: From base Pairs to bedside phenotypes,Methods in Molecular Biology,2017-01-01,10.1007/978-1-4939-3743-1_20,27812950,NA,2012_NAR_Schriml|2009_BMCG_Osborne,Book Series|Book Chapter,scopus,2022-03-17T18:48:19Z,2-s2.0-84994500732
Nelson CA,Integrating biomedical research and electronic health records to create knowledge-based biologically meaningful machine-readable embeddings.,Nat Commun,2019-07-10,10.1038/s41467-019-11069-0,31292438,PMC6620318,2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Madeddu L,Integrating categorical and structural proximity in Disease Ontologies,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",2021-01-01,10.1109/EMBC46164.2021.9630114,34891682,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85122506089
Capriotti E,Integrating molecular networks with genetic variant interpretation for precision medicine.,Wiley Interdiscip Rev Syst Biol Med,2019-05-01,10.1002/wsbm.1443,30548534,PMC6450710,2015_NAR_Kibbe,Journal Article|Review,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Zhang Y,Integrating Multiple On-line Knowledge Bases for Disease-Lab Test Relation Extraction.,AMIA Jt Summits Transl Sci Proc,2015-03-25,NA,26306271,PMC4525275,2012_NAR_Schriml,Journal Article,pubmed; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Finke MT,"Integrating ontologies of human diseases, phenotypes, and radiological diagnosis.",J Am Med Inform Assoc,2019-02-01,10.1093/jamia/ocy161,30624645,PMC7647183,2018_DMM_Bello|2015_MG_Schriml|2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Kahn CE Jr,Integrating ontologies of rare diseases and radiological diagnosis.,J Am Med Inform Assoc,2015-11-01,10.1093/jamia/ocv020,25833393,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Jeanquartier F,Integrating open data on cancer in support to tumor growth analysis,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2016-01-01,10.1007/978-3-319-43949-5_4,NA,NA,2015_DB_Wu,Book Series|Conference Paper,scopus,2022-03-17T18:48:11Z,2-s2.0-84981513401
García MAR,Integrating phenotype ontologies with PhenomeNET,CEUR Workshop Proceedings,2016-01-01,NA,NA,NA,2015_NAR_Kibbe,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-85009450649
Rodríguez-García MÁ,Integrating phenotype ontologies with PhenomeNET.,J Biomed Semantics,2017-12-19,10.1186/s13326-017-0167-4,29258588,PMC5735523,2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Jurca G,"Integrating text mining, data mining, and network analysis for identifying genetic breast cancer trends.",BMC Res Notes,2016-04-26,10.1186/s13104-016-2023-5,27112211,PMC4845430,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Fernando PC,Integration of anatomy ontology data with protein-protein interaction networks improves the candidate gene prediction accuracy for anatomical entities.,BMC Bioinformatics,2020-10-07,10.1186/s12859-020-03773-2,33028186,PMC7542696,2015_NAR_Kibbe|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Subramanian SL,"Integration of extracellular RNA profiling data using metadata, biomedical ontologies and Linked Data technologies.",J Extracell Vesicles,2015-08-28,10.3402/jev.v4.27497,26320941,PMC4553261,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Drew K,"Integration of over 9,000 mass spectrometry experiments builds a global map of human protein complexes.",Mol Syst Biol,2017-06-08,10.15252/msb.20167490,28596423,PMC5488662,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Chen Q,Integration of Toxicogenomics and Physiologically Based Pharmacokinetic Modeling in Human Health Risk Assessment of Perfluorooctane Sulfonate.,Environ Sci Technol,2022-03-15,10.1021/acs.est.1c06479,35194992,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Xue R,Integrative Analyses of Genes Associated With Otologic Disorders in Turner Syndrome.,Front Genet,2022-02-22,10.3389/fgene.2022.799783,35273637,PMC8902304,2018_DMM_Bello,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Kundaje A,Integrative analysis of 111 reference human epigenomes.,Nature,2015-02-19,10.1038/nature14248,25693563,PMC4530010,2009_BMCG_Osborne,Journal Article,pubmed; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Yang X,Integrative analysis of methylome and transcriptome variation of identified cardiac disease-specific genes in human cardiomyocytes after PM<sub>2.5</sub> exposure.,Chemosphere,2018-12-01,10.1016/j.chemosphere.2018.09.010,30286548,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Salomonis N,Integrative Analysis of Proteomics Data to Obtain Clinically Relevant Markers,Methods in Molecular Biology,2018-01-01,10.1007/7651_2017_94,29147916,NA,2015_MG_Schriml,Book Series|Book Chapter,scopus; ncbi_col-pubmed,2022-03-17T18:47:49Z,2-s2.0-85051863374
Ghatge M,Integrative gene ontology and network analysis of coronary artery disease associated genes suggests potential role of ErbB pathway gene EGFR.,Mol Med Rep,2018-03-01,10.3892/mmr.2018.8393,29328373,PMC5802197,2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Pinet F,Integrative network analysis reveals time-dependent molecular events underlying left ventricular remodeling in post-myocardial infarction patients,Biochimica et Biophysica Acta - Molecular Basis of Disease,2017-06-01,10.1016/j.bbadis.2017.02.001,28167232,NA,2012_NAR_Schriml,Journal|Article,scopus; ncbi_col-pubmed,2022-03-17T18:48:19Z,2-s2.0-85018248711
Cinaglia P,INTEGRO: An algorithm for data-integration and disease-gene association,"Proceedings - 2018 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2018",2019-01-21,10.1109/BIBM.2018.8621193,NA,NA,2018_DMM_Bello|2015_NAR_Kibbe|2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:46Z,2-s2.0-85062498249
Dascalu MD,Intelligent Platform for the Analysis of Drug Leaflets Using NLP Techniques,Proceedings - RoEduNet IEEE International Conference,2019-10-01,10.1109/ROEDUNET.2019.8909606,NA,NA,2015_NAR_Kibbe|2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-85076259659
Hu X,Interaction outcomes of carbamazepine-olanzapine combination used for psychotic disorder: An in silico study,Latin American Journal of Pharmacy,2021-01-01,NA,NA,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85107683823
Gorenshteyn D,Interactive Big Data Resource to Elucidate Human Immune Pathways and Diseases.,Immunity,2015-09-15,10.1016/j.immuni.2015.08.014,26362267,PMC4753773,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Kushida T,Interconnection of Biological Knowledge Using NikkajiRDF and Interlinking Ontology for Biological Concepts,New Generation Computing,2019-12-01,10.1007/s00354-019-00074-y,NA,NA,2019_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:41Z,2-s2.0-85074036742
Shin HC,Interleaved text/image Deep Mining on a large-scale radiology database,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2015-10-14,10.1109/CVPR.2015.7298712,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84959244105
